Dragon Village,,,
DFAfterVultures,25,normal crocovile,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
DFElderStatue,175,baskets,True_()
DFElderStatue,25,metal chests,True_()
DFElderStatue,75,normal crocoviles,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
DFElderStatue,20,boomerang crocoviles,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
DFElderStatue,20,unarmored huge gnorc,"Or(HasAny('Fire Breath', 'Electric Breath'), HasAll('Ice Breath', 'Charge'))"
DFElderStatue,23,on the ground,True_()
DFElderStatue,1523,Sparx minigames,True_()
DFCoveAboveShop,20,armored huge gnorc,"And(Has('Charge'), HasAny('Fire Breath', 'Electric Breath', 'Ice Breath'))"
DFCoveAboveShop,125,baskets,"HasAny('Double Jump', 'Charge', 'Fire Breath', 'Electric Breath', 'Water Breath', 'Ice Breath')"
DFCoveAboveShop,25,metal chest behind chargeable wall,Has('Charge')
DFCoveShop,25,normal crocovile,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
DFCove,225,baskets,True_()
DFCove,75,normal crocoviles,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
DFCove,60,armored huge gnorcs,"And(Has('Charge'), HasAny('Fire Breath', 'Electric Breath', 'Ice Breath'))"
DFCove,75,metal chests,True_()
DFCove,30,headbash chest,True_()
DFCove,100,underwater vases near piranhas,"HasAll('Swim', 'Charge')"
DFCove,12,on the ground as Hunter walks to his cave,True_()
DFHunter,414,Hunter on the ground,True_()
DFHunter,350,Hunter baskets,True_()
DFHunter,55,Hunter headbash chest,True_()
DFHunter,175,Hunter metal chests,True_()
DFHunter,75,Hunter archer gnorcs,True_()
DFHunter,200,Hunter unarmored huge gnorcs,True_()
DFHunter,118,Hunter on ground using exploding arrows,True_()
DFHunter,50,Hunter metal chests using exploding arrows,True_()
DFLGDoorEntry,6,on the ground by upper entrance,"HasAll('Double Jump', 'Glide')"
DFLGDoorEntry,20,unarmored huge gnorc at lowest level,"Or(HasAny('Fire Breath', 'Electric Breath'), HasAll('Ice Breath', 'Charge'))"
DFLGDoorEntry,50,baskets at lowest level,"HasAny('Double Jump', 'Charge', 'Fire Breath', 'Electric Breath', 'Water Breath', 'Ice Breath')"
DFLGDoorEntry,20,armored huge gnorc at lowest level,"And(Has('Charge'), HasAny('Fire Breath', 'Electric Breath', 'Ice Breath'))"
DFLGDoorEntry,75,baskets at middle level,Has('Double Jump')
DFLGDoorEntry,20,armored huge gnorc at middle level,"And(HasAll('Charge', 'Double Jump'), HasAny('Fire Breath', 'Electric Breath', 'Ice Breath'))"
DFLGDoorEntry,40,unarmored huge gnorcs at middle level,"And(Has('Double Jump'), Or(HasAny('Fire Breath', 'Electric Breath'), HasAll('Ice Breath', 'Charge')))"
DFLGDoorEntry,25,metal chest at middle level,Has('Double Jump')
DFLGDoorShop,33,on the ground,True_()
DFLGDoorShop,25,metal chest,"HasAny('Double Jump', 'Charge', 'Electric Breath')"
DFLGDoorShop,75,baskets above DJ ledges,Has('Double Jump')
DFLGDoorShop,75,blue monkeys,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
DFLGDoorShop,107,on the ground behind chargeable wall,Has('Charge')
DFLGDoorShop,50,metal chests behind chargeable wall,Has('Charge')
DFLGDoorShop,30,headbash chest behind chargeable wall,"HasAll('Charge', 'Double Jump')"
Coastal Remains,,,
CREntry,668,on the ground,True_()
CREntry,600,baskets,"HasAny('Double Jump', 'Charge', 'Fire Breath', 'Electric Breath', 'Water Breath', 'Ice Breath')"
CREntry,175,metal chests,"HasAny('Double Jump', 'Charge', 'Electric Breath')"
CREntry,195,headbash chests,Has('Double Jump')
CREntry,275,orange crabs,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
CREntry,125,blue crabs,"Or(Has('Electric Breath'), And(Has('Charge'), HasAny('Ice Breath', 'Double Jump')))"
CREntry,100,tiki men,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
CREntry,100,underwater vases in southern beach,"HasAll('Swim', 'Charge')"
CREntry,20,unarmored huge gnorc,"Or(HasAny('Fire Breath', 'Electric Breath'), HasAll('Ice Breath', 'Charge'))"
CREntry,40,armored huge gnorc,"And(Has('Charge'), HasAny('Fire Breath', 'Electric Breath', 'Ice Breath'))"
CRLGDoor,244,on the ground,True_()
CRLGDoor,50,baskets,"HasAny('Double Jump', 'Charge', 'Fire Breath', 'Electric Breath', 'Water Breath', 'Ice Breath')"
CRLGDoor,125,metal chests,"HasAny('Double Jump', 'Charge', 'Electric Breath')"
CRLGDoor,50,headbash chests,Has('Double Jump')
CRLGDoor,20,archer gnorcs,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
CRLGDoor,40,archer gnorcs up high,"And(Has('Double Jump'), HasAny('Fire Breath', 'Electric Breath', 'Charge'))"
CRLGDoor,20,armored huge gnorc up high,"And(HasAll('Charge', 'Double Jump'), HasAny('Fire Breath', 'Electric Breath', 'Ice Breath'))"
CRLGDoor,20,armored huge gnorc,"And(Has('Charge'), HasAny('Fire Breath', 'Electric Breath', 'Ice Breath'))"
CRLGDoor,20,unarmored middle gnorc,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
CRLGDoor,100,baskets up high,Has('Double Jump')
CRLGDoor,25,headbash chest up high,Has('Double Jump')
CRPiranhas,125,baskets,True_()
CRPiranhas,30,headbash chest,True_()
CRPiranhas,100,tiki men,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
CRPiranhas,50,blue crabs,"Or(Has('Electric Breath'), HasAll('Charge', 'Ice Breath'))"
CRPiranhas,50,baskets in the back,True_()
CRPiranhas,48,on the ground in the back,True_()
CRPiranhas,25,tiki man on side path,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
CRPiranhas,25,basket on side path,True_()
CRPiranhas,25,headbash chest on side path,True_()
CRWateryTomb,100,orange crabs,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
CRCannon,20,unarmored huge gnorc by dark gem,"And(Has('Double Jump'), Or(HasAny('Fire Breath', 'Electric Breath'), HasAll('Ice Breath', 'Charge')))"
CRCannon,2000,armored chests by dark gem via cannon,"HasAll('Double Jump', 'Glide')"
CRCannon,1000,armored chests by dragon egg via cannon,"HasAll('Double Jump', 'Glide', 'Pole Spin')"
CRCannon,275,underwater vases and clams,"HasAll('Swim', 'Charge')"
CRCannon,50,baskets by dragon egg,"HasAll('Double Jump', 'Glide', 'Pole Spin')"
CRCannon,20,on the ground after using cannon on reinforced door,"HasAll('Double Jump', 'Glide')"
CRWindmills,200,on the ground,True_()
CRWindmills,50,metal chests,True_()
CRWindmills,275,headbash chest,True_()
CRWindmills,25,tiki men,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
CRCloudyElevator,20,armored huge gnorc by shop,"And(Has('Charge'), HasAny('Fire Breath', 'Electric Breath', 'Ice Breath'))"
CRCloudyElevator,50,baskets by shop,"HasAny('Double Jump', 'Charge', 'Fire Breath', 'Electric Breath', 'Water Breath', 'Ice Breath')"
CRCloudyElevator,20,armored huge gnorc after electric platform,"HasAll('Electric Breath', 'Charge')"
CRCloudyElevator,188,on the ground after electric platform,Has('Electric Breath')
CRCloudyElevator,100,baskets after electric platform,Has('Electric Breath')
CRCloudyElevator,30,headbash chest after electric platform,"HasAll('Electric Breath', 'Double Jump')"
CRCloudyElevator,75,blue crabs after electric platform,Has('Electric Breath')
CRCloudyElevator,100,metal chests after electric platform,Has('Electric Breath')
CROttoPool,175,orange crabs in pool,"And(HasAll('Double Jump', 'Pole Spin', 'Swim', 'Charge'), HasAny('Fire Breath', 'Electric Breath', 'Charge'))"
CROttoPool,75,metal chests in pool,"HasAll('Double Jump', 'Pole Spin', 'Swim', 'Charge')"
CROttoPool,40,unarmored middle gnorcs,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
CROttoPool,75,critters,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
CROttoPool,100,baskets,"HasAny('Double Jump', 'Charge', 'Fire Breath', 'Electric Breath', 'Water Breath', 'Ice Breath')"
CROttoPool,20,armored huge gnorc,"And(Has('Charge'), HasAny('Fire Breath', 'Electric Breath', 'Ice Breath'))"
CROttoPool,54,on the ground,True_()
CRWest,60,headbash chests once pool is filled,"HasAll('Double Jump', 'Pole Spin')"
CRWest,250,baskets,"HasAny('Double Jump', 'Charge', 'Fire Breath', 'Electric Breath', 'Water Breath', 'Ice Breath')"
CRWest,175,metal chests,"HasAny('Double Jump', 'Charge', 'Electric Breath')"
CRWest,20,archer gnorc heading to west beach,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
CRWest,268,on the ground heading to and at west beach,True_()
CRWest,100,tiki men,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
CRWest,55,headbash chests,Has('Double Jump')
CRWest,2165,Blink minigames,True_()
CRWest,416,on the ground past dark gem,Has('Double Jump')
CRWest,80,archer gnorcs past dark gem,"And(Has('Double Jump'), HasAny('Fire Breath', 'Electric Breath', 'Charge'))"
CRWest,175,baskets past dark gem,Has('Double Jump')
CRWest,50,metal chests past dark gem,Has('Double Jump')
CRWest,40,unarmored huge gnorcs past dark gem,"And(Has('Double Jump'), HasAny('Fire Breath', 'Electric Breath', 'Charge'))"
CRWest,50,headbash chests needing double jump,Has('Double Jump')
CRWest,20,armored huge gnorc,"And(Has('Charge'), HasAny('Fire Breath', 'Electric Breath', 'Ice Breath'))"
CRWest,275,underwater vases and clams at western beach,"HasAll('Swim', 'Charge')"
Cloudy Domain,,,
CDEntry,7,on the ground,True_()
CDEntry,20,unarmored huge gnorc,"Or(HasAny('Fire Breath', 'Electric Breath'), HasAll('Ice Breath', 'Charge'))"
CDEntry,50,baskets,"HasAny('Double Jump', 'Charge', 'Fire Breath', 'Electric Breath', 'Water Breath', 'Ice Breath')"
CDEntry,25,first balloon gnorc in southwest area,"HasAll('Charge', 'Double Jump', 'Wing Shield')"
CDCenter,40,unarmored huge gnorc,"Or(HasAny('Fire Breath', 'Electric Breath'), HasAll('Ice Breath', 'Charge'))"
CDCenter,75,flying middle gnorcs,"HasAny('Fire Breath', 'Electric Breath')"
CDCenter,100,dark shards,True_()
CDCenter,50,flying small gnorcs,"HasAny('Fire Breath', 'Electric Breath')"
CDCenter,30,headbash chest,True_()
CDCenter,50,metal chests,True_()
CDCenter,1500,armored chests via supercharge next to Elder's house,SuperchargeGadget()
CDOutsideElder,100,baskets,"HasAny('Double Jump', 'Charge', 'Fire Breath', 'Electric Breath', 'Water Breath', 'Ice Breath')"
CDOutsideElder,90,headbash purple things,Has('Double Jump')
CDOutsideElder,80,on the ground,True_()
CDOutsideElder,20,armored middle gnorc,Has('Charge')
CDOutsideElder,20,unarmored huge gnorc,"Or(HasAny('Fire Breath', 'Electric Breath'), HasAll('Ice Breath', 'Charge'))"
CDOutsideElder,75,metal chests behind supercharge door,SuperchargeGadget()
CDInsideElder,25,first balloon gnorc in tutorial,"HasAll('Double Jump', 'Wing Shield')"
CDNorthEast,75,flying small gnorcs,"HasAny('Fire Breath', 'Electric Breath')"
CDNorthEast,75,balloon gnorcs,True_()
CDNorthWest,50,flying middle gnorc,"HasAny('Fire Breath', 'Electric Breath')"
CDNorthWest,20,armored huge gnorc,"HasAny('Fire Breath', 'Electric Breath', 'Ice Breath')"
CDNorthWest,60,headbash chests,True_()
CDNorthWest,200,metal chests,True_()
CDNorthWest,50,flying small gnorcs,"HasAny('Fire Breath', 'Electric Breath')"
CDNorthWest,295,on the ground and in the air,True_()
CDNorthWest,200,baskets,True_()
CDNorthWest,20,unarmored huge gnorc,"HasAny('Fire Breath', 'Electric Breath', 'Ice Breath')"
CDNorthWest,500,armored chest via firework,Has('Fire Breath')
CDSouthWest,100,balloon gnorcs,True_()
CDSouthWest,100,flying small gnorcs,"HasAny('Fire Breath', 'Electric Breath')"
CDSouthWest,5,on the ground or temporary platforms,True_()
CDSouthWest,50,flying middle gnorc,"HasAny('Fire Breath', 'Electric Breath')"
CDSouthWest,50,baskets,True_()
CDSouthWest,30,headbash chest,True_()
CDEndlessPlatforms,150,in the air,True_()
CDEndlessPlatforms,75,flying small gnorcs,"HasAny('Fire Breath', 'Electric Breath')"
CDEndlessPlatforms,75,flying middle gnorcs,"HasAny('Fire Breath', 'Electric Breath')"
CDEndlessPlatforms,25,baskets,True_()
CDEndlessPlatforms,25,metal chests,True_()
CDEndlessPlatforms,30,headbash purple thing,True_()
CDEndlessPlatforms,50,dark shards,True_()
CDEndlessPlatforms,20,unarmored huge gnorc after glide,"And(Has('Glide'), Or(HasAny('Fire Breath', 'Electric Breath'), HasAll('Ice Breath', 'Charge')))"
CDEndlessPlatforms,50,flying small gnorcs after glide,"And(Has('Glide'), HasAny('Fire Breath', 'Electric Breath'))"
CDEndlessPlatforms,100,dark shards after glide,Has('Glide')
CDEndlessPlatforms,50,baskets after glide,Has('Glide')
CDEndlessPlatforms,75,metal chests after glide,Has('Glide')
CDTallestTowerUpper,400,Byrd minigames,True_()
CDTallestTowerUpper,20,unarmored huge gnorc,"Or(HasAny('Fire Breath', 'Electric Breath'), HasAll('Ice Breath', 'Charge'))"
CDTallestTowerUpper,180,in the air after Byrd,True_()
CDTallestTowerUpper,100,metal chests,"HasAny('Double Jump', 'Charge', 'Electric Breath')"
CDTallestTowerUpper,100,dark shards,"HasAny('Double Jump', 'Charge')"
CDTallestTowerUpper,30,headbash purple thing,Has('Double Jump')
CDTallestTowerUpper,50,flying small gnorcs,"HasAny('Fire Breath', 'Electric Breath')"
CDBallGadget,715,ball gadget 1,True_()
CDBallGadget,100,ball gadget 2,True_()
CDBallGadget,500,armored chest via firework after ball gadget minigames,Has('Fire Breath')
Sunken Ruins,,,
SREntry,100,dark shards,"HasAny('Double Jump', 'Charge')"
SREntry,75,critters,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
SREntry,50,mer-gnorc,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
SREntry,50,baskets,"HasAny('Double Jump', 'Charge', 'Fire Breath', 'Electric Breath', 'Water Breath', 'Ice Breath')"
SREntry,90,headbash chest,Has('Double Jump')
SRSwim1,15,underwater floating,True_()
SRSwim1,225,underwater vases and mer-gnorc and clams,"Has('Charge')"
SRSwim1,25,mer-gnorcs,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
SRSwim1,49,on the ground,True_()
SRSwim1,300,dark shards,"HasAny('Double Jump', 'Charge')"
SRSwim1,347,on the ground atop thermal,"HasAll('Double Jump', 'Glide')"
SRSwim1,125,metal chests,"HasAny('Double Jump', 'Charge', 'Electric Breath')"
SRSwim1,1500,armored chests via firework atop thermal,"HasAll('Double Jump', 'Glide', 'Fire Breath')"
SRSwim1,25,basket atop thermal,"HasAll('Double Jump', 'Glide')"
SRSwim1,25,headbash chest atop thermal,"HasAll('Double Jump', 'Glide')"
SRSwim1,75,basket,"HasAny('Double Jump', 'Charge', 'Fire Breath', 'Electric Breath', 'Water Breath', 'Ice Breath')"
SRSwim1,30,headbash chest,Has('Double Jump')
SRSwim2,76,underwater floating,True_()
SRSwim2,250,underwater vases and mer-gnorc,Has('Charge')
SRAfterSwim2,50,blue crabs,"Or(Has('Electric Breath'), And(Has('Charge'), HasAny('Ice Breath', 'Double Jump')))"
SRAfterSwim2,25,mer-gnorcs,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
SRAfterSwim2,125,dark shards,"HasAny('Double Jump', 'Charge')"
SRAfterSwim2,175,baskets,"HasAny('Double Jump', 'Charge', 'Fire Breath', 'Electric Breath', 'Water Breath', 'Ice Breath')"
SRAfterSwim2,42,on the ground,True_()
SRAfterSwim2,25,metal chest by light gem after acid swim,"And(InvincibilityGadget(), HasAll('Swim', 'Charge'))"
SRAfterSwim2,25,on ground by light gem after acid swim,"And(InvincibilityGadget(), HasAll('Swim', 'Charge'))"
SRDepthsEntry,55,on the ground,True_()
SRDepthsEntry,50,baskets,"HasAny('Double Jump', 'Charge', 'Fire Breath', 'Electric Breath', 'Water Breath', 'Ice Breath')"
SRDepthsEntry,100,metal chests,"HasAny('Double Jump', 'Charge', 'Electric Breath')"
SRDepthsEntry,30,headbash chest,Has('Double Jump')
SRDepthsEntry,150,dark shards,"HasAny('Double Jump', 'Charge')"
SRDepthsEntry,2148,Sparx minigames,True_()
SRDepthsUpper,50,mer-gnorcs,"And(Has('Double Jump'), HasAny('Fire Breath', 'Electric Breath', 'Charge'))"
SRDepthsUpper,1500,armored chests below via firework,Has('Fire Breath')
SRDepthsLower,300,dark shards,"HasAny('Double Jump', 'Charge')"
SRDepthsLower,275,baskets,"HasAny('Double Jump', 'Charge', 'Fire Breath', 'Electric Breath', 'Water Breath', 'Ice Breath')"
SRDepthsLower,120,headbash chests,Has('Double Jump')
SRDepthsLower,75,critters,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
SRDepthsLower,321,on the ground,True_()
SRDepthsLower,175,metal chests,"HasAny('Double Jump', 'Charge', 'Electric Breath')"
SRToxicSwim1,300,dark shards,"HasAny('Double Jump', 'Charge')"
SRToxicSwim1,96,on the ground,True_()
SRToxicSwim1,150,dark shards you can glide to in first room,"And(Has('Glide'), HasAny('Charge', 'Double Jump'))"
SRToxicSwim1,100,baskets,True_()
SRToxicSwim1,60,headbash chest,Has('Double Jump')
SRToxicSwim1,50,metal chests,True_()
SRToxicSwim2,55,on the ground,True_()
SRToxicSwim2,50,metal chests,True_()
SRToxicSwim2,50,dark shard,True_()
SRToxicSwim2,50,baskets,True_()
SRToxicSwim2,30,headbash chest,Has('Double Jump')
SRToxicSwimAbove,250,dark shards,True_()
SRToxicSwimAbove,100,metal chests,True_()
SRToxicSwimAbove,108,on the ground,True_()
SRToxicSwimAbove,1500,armored chests via firework atop puzzle,Has('Fire Breath')
SRToxicSwimAbove,25,basket,True_()
SRToxicSwimAbove,30,headbash chest,True_()
SRToxicRise,46,on the ground before rising statue room,True_()
SRToxicRise,25,mer-gnorc before rising statue room,"HasAny('Fire Breath', 'Electric Breath', 'Charge')"
SRToxicRise,50,dark shard before rising statue room,"HasAny('Double Jump', 'Charge')"
SRToxicRise,30,headbash chest before rising statue room,Has('Double Jump')
SRToxicRise,1500,armored chests via firework on perimeter,"HasAll('Electric Breath', 'Double Jump', 'Fire Breath')"
SRToxicRise,50,baskets,"HasAll('Electric Breath', 'Double Jump')"
SRToxicRise,50,dark shard before needing dj,"And(HasAll('Electric Breath', 'Pole Spin', 'Glide'), HasAny('Charge', 'Double Jump'))"
SRToxicRise,50,dark shard after needing dj,"HasAll('Electric Breath', 'Pole Spin', 'Glide', 'Double Jump')"
SRReturnToStart,100,mer-gnorcs,True_()
SRReturnToStart,125,orange crabs,True_()
SRReturnToStart,25,blue crab,True_()
SRReturnToStart,75,metal chests,True_()
SRReturnToStart,150,dark shards,True_()
SRReturnToStart,42,on the ground,True_()
SRReturnToStart,75,baskets,True_()
Frostbite Village,,,
